date,airline,flights_scheduled,cancelled_flights,weather_condition,weekday,month,holiday_season,high_demand_month,extreme_weather_day,delayed_flights,average_flight_duration,airport_traffic,maintenance_day
2016-02-29,Airline A,244,7,fog,0,2,0,0,0,21,4.151907323933223,4424,0
2016-03-01,Airline A,207,6,rain,1,3,0,0,0,32,2.303561964307758,3005,0
2016-03-02,Airline A,106,4,storm,2,3,0,0,1,16,2.364160421332221,3751,0
2016-03-03,Airline A,176,17,fog,3,3,0,0,0,14,2.9533221853178184,3711,0
2016-03-04,Airline A,263,18,rain,4,3,0,0,1,43,3.5389952630634904,3673,0
2016-03-05,Airline A,250,9,snow,5,3,0,0,0,34,1.0483443628246936,3749,0
2016-03-06,Airline A,78,10,storm,6,3,0,0,0,48,4.824013603594276,3716,0
2016-03-07,Airline A,288,7,rain,0,3,1,0,0,28,3.530184206970338,3126,0
2016-03-08,Airline A,214,5,snow,1,3,0,0,0,25,2.6478267131356645,1556,0
2016-03-09,Airline A,136,10,storm,2,3,0,0,1,22,3.623030450615114,1684,0
2016-03-10,Airline A,190,15,snow,3,3,0,0,0,43,3.7246501897856765,2072,0
2016-03-11,Airline A,209,3,fog,4,3,0,0,0,17,1.0783168933430636,1186,0
2016-03-12,Airline A,95,1,snow,5,3,1,0,1,31,1.4141556537012732,3286,0
2016-03-13,Airline A,165,12,clear,6,3,0,0,0,45,3.235767473518348,2702,0
2016-03-14,Airline A,288,6,fog,0,3,0,0,1,42,2.6284233299527573,4010,0
2016-03-15,Airline A,161,16,snow,1,3,1,0,0,4,2.8845296202811004,1410,0
2016-03-16,Airline A,200,12,fog,2,3,0,0,0,19,1.8472399681485698,2671,0
2016-03-17,Airline A,94,9,storm,3,3,0,0,0,15,4.747606489749312,1506,0
2016-03-18,Airline A,194,12,clear,4,3,0,0,0,3,2.4010457157749205,4318,0
2016-03-19,Airline A,296,9,clear,5,3,0,0,0,36,1.2358727447258664,3013,0
2016-03-20,Airline A,153,6,snow,6,3,1,0,0,23,3.556715441353524,2116,0
2016-03-21,Airline A,134,9,storm,0,3,0,0,0,13,3.326849466445778,2957,0
2016-03-22,Airline A,243,15,fog,1,3,1,0,0,7,3.3275469581949904,3591,0
2016-03-23,Airline A,278,2,snow,2,3,1,0,0,3,1.290731580387587,4458,0
2016-03-24,Airline A,183,3,rain,3,3,1,0,1,48,4.082944612072108,2107,0
2016-03-25,Airline A,157,3,snow,4,3,0,0,0,34,2.3353550435004236,3740,0
2016-03-26,Airline A,67,3,rain,5,3,0,0,1,39,4.811387547543737,4376,0
2016-03-27,Airline A,143,15,clear,6,3,0,0,1,34,3.4883838775815397,2992,1
2016-03-28,Airline A,199,8,snow,0,3,1,0,0,20,3.69969830098968,3153,0
2016-03-29,Airline A,295,5,snow,1,3,1,0,1,7,3.335584437545476,2942,0
2016-03-30,Airline A,82,9,clear,2,3,1,0,0,49,2.808528002657202,1390,0
2016-03-31,Airline A,207,3,fog,3,3,0,0,0,12,2.3569337506860455,3665,1
2016-04-01,Airline A,258,11,snow,4,4,0,0,0,43,1.635457590254123,1371,0
2016-04-02,Airline A,175,9,storm,5,4,1,0,1,21,3.4713868523136995,1472,0
2016-04-03,Airline A,284,11,clear,6,4,0,0,0,23,4.983559686233537,4543,0
2016-04-04,Airline A,209,18,fog,0,4,0,0,0,35,2.6431453076941853,1344,0
2016-04-05,Airline A,219,18,clear,1,4,0,0,0,18,1.983564186922703,3591,0
2016-04-06,Airline A,292,0,clear,2,4,0,0,1,32,4.191648135673242,2653,0
2016-04-07,Airline A,255,3,fog,3,4,0,0,0,38,4.740275839798326,4803,0
2016-04-08,Airline A,171,12,fog,4,4,0,0,0,9,4.942918380367442,3507,0
2016-04-09,Airline A,187,7,fog,5,4,0,0,0,11,4.419314634269796,1245,0
2016-04-10,Airline A,288,13,storm,6,4,0,0,0,46,3.0365382976247663,2707,0
2016-04-11,Airline A,164,15,rain,0,4,0,0,0,38,4.412423629332904,4432,0
2016-04-12,Airline A,213,1,clear,1,4,0,0,1,17,1.294695960867112,2414,0
2016-04-13,Airline A,211,7,snow,2,4,0,0,0,47,4.234114178124615,1699,0
2016-04-14,Airline A,250,12,rain,3,4,1,0,1,17,1.3791531107047463,3196,0
2016-04-15,Airline A,283,0,snow,4,4,0,0,0,24,3.433745165208229,4459,0
2016-04-16,Airline A,77,11,snow,5,4,1,0,0,24,2.339768662634902,2282,0
2016-04-17,Airline A,60,16,snow,6,4,0,0,0,26,3.2421680859970534,2245,0
2016-04-18,Airline A,255,6,storm,0,4,0,0,0,5,2.221895387189652,3201,0
2016-04-19,Airline A,216,15,storm,1,4,0,0,0,20,1.2283002567919175,4720,0
2016-04-20,Airline A,296,13,rain,2,4,0,0,1,45,4.173009196109344,3088,0
2016-04-21,Airline A,96,9,fog,3,4,0,0,1,48,1.4860374502505218,4652,0
2016-04-22,Airline A,295,2,storm,4,4,0,0,0,31,3.467390047007388,4013,0
2016-04-23,Airline A,176,11,clear,5,4,0,0,0,29,2.2088682652659295,1726,1
2016-04-24,Airline A,196,7,rain,6,4,0,0,0,19,3.5217252522810036,4499,0
2016-04-25,Airline A,167,15,clear,0,4,0,0,0,41,2.7059931686277916,1777,0
2016-04-26,Airline A,192,0,snow,1,4,0,0,1,2,4.50183801668619,4770,0
2016-04-27,Airline A,175,16,clear,2,4,0,0,1,4,3.908571154960955,3365,0
2016-04-28,Airline A,205,5,storm,3,4,0,0,1,31,1.9924178698467978,2280,0
2016-04-29,Airline A,201,0,clear,4,4,0,0,0,14,4.8577404555034525,4838,0
2016-04-30,Airline A,121,14,snow,5,4,1,0,1,22,2.019137240554578,3944,0
2016-05-01,Airline A,156,12,snow,6,5,0,0,1,39,1.6297369755609985,4739,0
2016-05-02,Airline A,186,5,storm,0,5,0,0,1,24,4.900930288873708,3818,0
2016-05-03,Airline A,224,12,rain,1,5,0,0,1,17,1.3306350214268257,3282,0
2016-05-04,Airline A,82,3,fog,2,5,0,0,1,14,2.4315490139075475,2579,0
2016-05-05,Airline A,239,0,rain,3,5,0,0,0,23,3.5304910411633568,4968,0
2016-05-06,Airline A,274,9,fog,4,5,0,0,1,23,4.814462664148251,4986,0
2016-05-07,Airline A,68,3,storm,5,5,0,0,0,44,2.1591009467199496,3455,0
2016-05-08,Airline A,244,12,storm,6,5,0,0,1,23,3.6275987445392244,1399,0
2016-05-09,Airline A,123,3,storm,0,5,0,0,0,40,1.0970646698000959,3187,0
2016-05-10,Airline A,217,15,snow,1,5,0,0,1,33,3.8594438579552373,2751,0
2016-05-11,Airline A,224,8,rain,2,5,0,0,0,32,4.663932775676669,1121,0
2016-05-12,Airline A,283,3,fog,3,5,0,0,0,25,1.64838514509791,4450,0
2016-05-13,Airline A,242,19,rain,4,5,0,0,1,11,4.114942626765506,3640,0
2016-05-14,Airline A,206,7,fog,5,5,0,0,1,27,3.0017639134244343,2058,0
2016-05-15,Airline A,227,3,clear,6,5,0,0,0,26,3.3960716181841026,3641,0
2016-05-16,Airline A,147,8,rain,0,5,1,0,0,17,3.8225585795079366,1766,0
2016-05-17,Airline A,292,10,clear,1,5,0,0,1,6,3.8193289393759415,3891,0
2016-05-18,Airline A,190,4,storm,2,5,0,0,0,8,2.903072641710702,2101,0
2016-05-19,Airline A,295,8,snow,3,5,0,0,1,23,2.836485400686189,4386,0
2016-05-20,Airline A,178,7,snow,4,5,0,0,1,30,2.165578871992739,4185,0
2016-05-21,Airline A,211,3,rain,5,5,1,0,1,10,1.6518711044757959,4585,0
2016-05-22,Airline A,142,19,clear,6,5,1,0,1,38,4.409065237070939,4113,0
2016-05-23,Airline A,225,0,clear,0,5,0,0,1,7,4.305471694117187,2754,0
2016-05-24,Airline A,288,19,fog,1,5,0,0,0,4,4.4331528981149795,4700,0
2016-05-25,Airline A,254,12,rain,2,5,0,0,0,31,4.901327309580125,1099,0
2016-05-26,Airline A,97,4,rain,3,5,0,0,1,15,2.4319879708787853,4975,0
2016-05-27,Airline A,226,19,clear,4,5,0,0,1,0,2.7791125444070564,4265,0
2016-05-28,Airline A,294,9,clear,5,5,0,0,0,26,4.67480057692015,2071,0
2016-05-29,Airline A,113,15,snow,6,5,0,0,0,15,1.7636789666021908,1027,0
2016-05-30,Airline A,110,7,rain,0,5,0,0,0,23,3.40696546226745,3623,0
2016-05-31,Airline A,206,11,snow,1,5,0,0,1,15,3.7487706042456943,1837,0
2016-06-01,Airline A,88,2,storm,2,6,0,1,0,4,4.000200342916859,1233,0
2016-06-02,Airline A,177,3,storm,3,6,0,1,0,48,4.361150276656568,4765,0
2016-06-03,Airline A,137,16,clear,4,6,0,1,1,41,2.051848018059153,3013,1
2016-06-04,Airline A,75,19,fog,5,6,1,1,0,10,3.39669093384103,4671,0
2016-06-05,Airline A,66,12,clear,6,6,0,1,1,8,4.746198275370011,4400,0
2016-06-06,Airline A,120,5,rain,0,6,0,1,1,42,4.600372582274765,3374,0
2016-06-07,Airline A,62,2,clear,1,6,0,1,1,49,3.368284940428607,1125,0
2016-06-08,Airline A,118,13,snow,2,6,0,1,1,17,2.087579890836249,3406,0
2016-06-09,Airline A,75,6,clear,3,6,0,1,0,0,3.1138964241121254,1264,0
2016-06-10,Airline A,98,2,snow,4,6,0,1,1,3,2.421163452145807,1003,0
2016-06-11,Airline A,244,5,storm,5,6,0,1,1,29,3.728642336573605,4641,0
2016-06-12,Airline A,56,12,snow,6,6,0,1,0,37,3.3244674360838107,4528,0
2016-06-13,Airline A,107,13,rain,0,6,0,1,0,13,1.6060707485460557,3947,0
2016-06-14,Airline A,98,14,clear,1,6,0,1,0,21,2.6004239050509965,2024,0
2016-06-15,Airline A,152,15,rain,2,6,0,1,1,1,4.804624680829178,1009,0
2016-06-16,Airline A,102,0,snow,3,6,0,1,0,40,4.162944440910351,1952,0
2016-06-17,Airline A,242,14,snow,4,6,0,1,0,3,2.6653704914129692,3114,0
2016-06-18,Airline A,290,6,snow,5,6,0,1,0,5,4.456929584586775,2789,0
2016-06-19,Airline A,111,8,snow,6,6,0,1,0,31,2.9241223484002967,4912,0
2016-06-20,Airline A,66,14,snow,0,6,0,1,0,25,2.9584720455960243,2394,0
2016-06-21,Airline A,220,13,clear,1,6,0,1,0,12,4.267047362119312,2644,0
2016-06-22,Airline A,74,18,fog,2,6,0,1,0,11,3.928162520391748,1508,0
2016-06-23,Airline A,180,17,rain,3,6,0,1,1,4,1.048442728549455,3790,0
2016-06-24,Airline A,256,8,storm,4,6,1,1,1,34,2.567431746973668,4952,0
2016-06-25,Airline A,78,0,storm,5,6,0,1,0,39,1.0267720438963988,3862,0
2016-06-26,Airline A,166,11,rain,6,6,0,1,1,38,3.199554416722532,2662,0
2016-06-27,Airline A,284,9,clear,0,6,0,1,1,0,2.773685150982726,4310,0
2016-06-28,Airline A,209,6,rain,1,6,0,1,0,27,2.0016112809106557,2261,0
2016-06-29,Airline A,75,13,snow,2,6,0,1,0,21,4.947197476249903,3011,0
2016-06-30,Airline A,173,0,fog,3,6,0,1,0,12,1.5184991782446833,4667,0
2016-07-01,Airline A,193,14,rain,4,7,0,1,1,44,4.552044490266951,3654,0
2016-07-02,Airline A,74,0,clear,5,7,0,1,1,6,4.751755494453064,2867,0
2016-07-03,Airline A,103,12,snow,6,7,0,1,0,27,4.539694440256435,1251,0
2016-07-04,Airline A,205,19,rain,0,7,0,1,1,14,2.8088097087725963,3275,0
2016-07-05,Airline A,122,1,rain,1,7,0,1,0,25,4.889806147968079,4751,0
2016-07-06,Airline A,169,2,snow,2,7,0,1,0,11,1.048494342192141,2514,0
2016-07-07,Airline A,105,3,clear,3,7,1,1,0,44,2.1970572025268504,4312,0
2016-07-08,Airline A,114,15,fog,4,7,0,1,0,37,1.5652917424581365,3990,0
2016-07-09,Airline A,142,11,fog,5,7,0,1,0,23,1.6186667090296951,3894,0
2016-07-10,Airline A,298,3,snow,6,7,1,1,1,3,3.9735207926601848,3904,1
2016-07-11,Airline A,135,11,storm,0,7,0,1,0,47,2.0799241807455884,3208,0
2016-07-12,Airline A,129,6,clear,1,7,0,1,0,31,2.575557072157401,4971,0
2016-07-13,Airline A,218,19,storm,2,7,0,1,1,44,3.4125581326887753,4461,0
2016-07-14,Airline A,292,2,storm,3,7,1,1,1,5,4.137589121908519,4014,0
2016-07-15,Airline A,157,4,storm,4,7,0,1,1,1,2.1527038123266364,3139,0
2016-07-16,Airline A,228,11,clear,5,7,0,1,1,36,4.319574937244884,1148,0
2016-07-17,Airline A,167,11,storm,6,7,0,1,1,31,3.1429438134865495,3805,0
2016-07-18,Airline A,282,19,snow,0,7,0,1,1,21,3.8308838868106787,3714,0
2016-07-19,Airline A,248,6,rain,1,7,0,1,0,36,3.7738066284955503,4237,0
2016-07-20,Airline A,255,11,snow,2,7,0,1,0,47,4.577052449450445,4069,0
2016-07-21,Airline A,206,1,rain,3,7,0,1,0,46,4.285233719398655,3760,0
2016-07-22,Airline A,132,13,fog,4,7,0,1,1,6,4.498198145650349,2912,0
2016-07-23,Airline A,196,15,storm,5,7,0,1,1,38,3.6940925015988313,3725,0
2016-07-24,Airline A,243,6,fog,6,7,0,1,0,33,1.4860381885271674,2593,0
2016-07-25,Airline A,218,3,fog,0,7,1,1,1,7,1.6232435532472222,3844,0
2016-07-26,Airline A,222,19,clear,1,7,1,1,0,28,4.2914058256669385,2518,0
2016-07-27,Airline A,64,4,storm,2,7,0,1,0,37,3.508125983891678,4095,0
2016-07-28,Airline A,180,13,fog,3,7,1,1,1,20,1.1240118923872595,4824,0
2016-07-29,Airline A,188,8,rain,4,7,0,1,0,9,1.6385674770160508,4040,0
2016-07-30,Airline A,230,4,rain,5,7,0,1,0,7,4.509654485608309,4343,0
2016-07-31,Airline A,223,1,clear,6,7,0,1,1,46,3.2554595535078525,3415,0
2016-08-01,Airline A,79,4,fog,0,8,0,0,1,21,1.4542789234837592,2915,0
2016-08-02,Airline A,106,2,fog,1,8,0,0,0,14,1.2221066882978588,4929,0
2016-08-03,Airline A,281,9,fog,2,8,1,0,0,38,4.997727902837882,3854,0
2016-08-04,Airline A,195,7,clear,3,8,0,0,1,14,2.181918203297603,2326,0
2016-08-05,Airline A,228,9,storm,4,8,0,0,0,40,3.640341511366977,2842,0
2016-08-06,Airline A,177,1,fog,5,8,0,0,1,31,2.31483778804775,2473,0
2016-08-07,Airline A,97,13,fog,6,8,0,0,0,26,4.0484882579700745,1163,0
2016-08-08,Airline A,243,3,snow,0,8,0,0,0,30,4.635576276342096,2207,0
2016-08-09,Airline A,273,11,rain,1,8,0,0,1,15,2.8974523251719604,4827,0
2016-08-10,Airline A,185,19,storm,2,8,0,0,1,25,4.625846068357291,4566,0
2016-08-11,Airline A,71,13,storm,3,8,1,0,1,6,2.1829839078964235,1282,0
2016-08-12,Airline A,55,15,storm,4,8,1,0,1,49,3.71847775995396,3698,0
2016-08-13,Airline A,253,4,fog,5,8,0,0,1,11,1.6474130377785396,3785,0
2016-08-14,Airline A,288,15,snow,6,8,0,0,1,38,2.0153807166811637,3097,0
2016-08-15,Airline A,234,3,storm,0,8,0,0,0,6,4.276801832112099,3591,0
2016-08-16,Airline A,153,2,clear,1,8,1,0,0,41,4.745687874234683,3095,0
2016-08-17,Airline A,85,0,clear,2,8,0,0,0,12,3.887042300781142,1923,0
2016-08-18,Airline A,128,3,rain,3,8,0,0,0,15,1.6251435110521237,3061,0
2016-08-19,Airline A,269,8,snow,4,8,0,0,0,2,1.0978796136550995,1132,1
2016-08-20,Airline A,165,0,storm,5,8,0,0,1,14,1.3328871109747062,2283,0
2016-08-21,Airline A,106,15,snow,6,8,0,0,1,2,2.310525451094567,1596,1
2016-08-22,Airline A,98,2,clear,0,8,0,0,1,35,2.330604397856603,3071,0
2016-08-23,Airline A,222,5,storm,1,8,0,0,0,20,1.171759189111718,1371,0
2016-08-24,Airline A,131,12,fog,2,8,0,0,0,18,4.945846281892878,4433,0
2016-08-25,Airline A,115,16,clear,3,8,0,0,1,11,3.204585709826967,4773,0
2016-08-26,Airline A,126,14,rain,4,8,0,0,1,25,1.2034663181848222,2673,0
2016-08-27,Airline A,94,11,storm,5,8,0,0,0,1,3.7028172569557185,2271,0
2016-08-28,Airline A,295,7,rain,6,8,0,0,0,19,4.466081373911547,2238,0
2016-08-29,Airline A,128,15,snow,0,8,0,0,0,28,2.0284419417985946,1329,0
2016-08-30,Airline A,69,2,rain,1,8,0,0,1,27,4.199081251096938,2353,0
2016-08-31,Airline A,241,3,rain,2,8,0,0,1,33,4.5447125544887665,2088,0
2016-09-01,Airline A,270,6,fog,3,9,0,0,0,38,1.548688449757086,2238,0
2016-09-02,Airline A,172,14,rain,4,9,0,0,0,2,2.655420167841954,4068,0
2016-09-03,Airline A,283,10,fog,5,9,0,0,1,41,1.3692523699925774,1561,0
2016-09-04,Airline A,270,15,rain,6,9,1,0,1,35,1.0857499878006354,2723,0
2016-09-05,Airline A,116,13,fog,0,9,0,0,0,34,4.057063252284083,4742,0
2016-09-06,Airline A,132,12,clear,1,9,1,0,1,7,1.3273505091309552,4737,0
2016-09-07,Airline A,52,8,fog,2,9,0,0,0,23,3.1994371680529046,2545,0
2016-09-08,Airline A,231,17,clear,3,9,0,0,1,29,2.950714642402796,3289,0
2016-09-09,Airline A,255,2,clear,4,9,0,0,0,15,2.9418064925333076,2907,0
2016-09-10,Airline A,113,19,storm,5,9,1,0,1,42,4.572462725174763,1708,0
2016-09-11,Airline A,89,4,clear,6,9,0,0,1,45,3.340288630835195,1769,0
2016-09-12,Airline A,108,1,storm,0,9,1,0,1,21,4.8288685873433685,4417,0
2016-09-13,Airline A,232,16,fog,1,9,0,0,0,7,3.9491620802812113,1243,0
2016-09-14,Airline A,111,15,snow,2,9,0,0,0,40,2.912876165944524,2087,0
2016-09-15,Airline A,181,19,storm,3,9,0,0,1,36,1.5054388669534347,3499,0
2016-09-16,Airline A,109,12,snow,4,9,0,0,1,14,3.350093238419312,2069,0
2016-09-17,Airline A,165,19,fog,5,9,1,0,0,8,3.7674523849795536,3466,0
2016-09-18,Airline A,124,10,storm,6,9,0,0,0,37,4.807445385906615,2888,0
2016-09-19,Airline A,171,7,fog,0,9,0,0,0,28,2.2033795940641805,2010,0
2016-09-20,Airline A,272,4,snow,1,9,0,0,1,39,4.9922189969117765,4310,0
2016-09-21,Airline A,156,1,fog,2,9,0,0,0,13,1.2478412670558892,3810,0
2016-09-22,Airline A,145,3,snow,3,9,0,0,1,45,1.8575227906846634,1530,0
2016-09-23,Airline A,140,2,clear,4,9,0,0,0,28,4.895079114674483,4024,0
2016-09-24,Airline A,207,1,snow,5,9,0,0,0,45,2.6534029967703123,1884,0
2016-09-25,Airline A,284,2,snow,6,9,0,0,0,27,4.946582171614102,1676,0
2016-09-26,Airline A,179,15,clear,0,9,1,0,0,13,4.955585545647937,1190,0
2016-09-27,Airline A,111,19,storm,1,9,0,0,1,3,2.1923155203412406,1712,0
2016-09-28,Airline A,98,8,rain,2,9,0,0,1,37,2.895051411592302,3426,0
2016-09-29,Airline A,186,5,storm,3,9,0,0,0,38,1.8326903451658465,4082,1
2016-09-30,Airline A,141,14,rain,4,9,0,0,1,33,4.297523039372157,3392,0
2016-10-01,Airline A,208,4,clear,5,10,0,0,0,30,1.5559991826303863,4715,0
2016-10-02,Airline A,173,8,storm,6,10,0,0,0,16,1.6595870281095744,4771,0
2016-10-03,Airline A,275,5,fog,0,10,1,0,0,12,4.222524467373718,3161,0
2016-10-04,Airline A,110,2,fog,1,10,0,0,0,13,4.118396461768464,4168,0
2016-10-05,Airline A,297,12,storm,2,10,0,0,1,19,4.166703884161772,2071,0
2016-10-06,Airline A,256,14,fog,3,10,0,0,0,22,1.8314553333170043,2901,0
2016-10-07,Airline A,97,10,clear,4,10,0,0,0,3,3.859982585740592,2881,0
2016-10-08,Airline A,202,15,fog,5,10,0,0,0,16,2.5891804919940844,2415,0
2016-10-09,Airline A,213,14,fog,6,10,0,0,0,26,3.615850554305843,3647,0
2016-10-10,Airline A,185,5,rain,0,10,0,0,0,0,1.8107927110407576,3979,0
2016-10-11,Airline A,250,13,rain,1,10,0,0,0,16,4.672961370737937,1145,0
2016-10-12,Airline A,299,10,snow,2,10,0,0,0,18,3.372699880717001,4633,0
2016-10-13,Airline A,107,19,clear,3,10,0,0,0,35,4.033937241906303,4105,0
2016-10-14,Airline A,150,9,fog,4,10,0,0,0,25,2.7502641296550534,1583,0
2016-10-15,Airline A,161,15,clear,5,10,0,0,0,17,4.406751504572091,2234,0
2016-10-16,Airline A,222,11,clear,6,10,0,0,1,13,2.5415170857695966,4912,0
2016-10-17,Airline A,111,6,rain,0,10,0,0,0,4,2.1699747581325064,4932,0
2016-10-18,Airline A,88,6,fog,1,10,0,0,0,36,4.92951056876883,3944,0
2016-10-19,Airline A,273,17,snow,2,10,1,0,1,36,2.9556716726872305,1710,0
2016-10-20,Airline A,107,14,storm,3,10,0,0,0,47,2.403894520149288,1658,0
2016-10-21,Airline A,293,5,snow,4,10,0,0,0,20,3.242920436305213,3282,0
2016-10-22,Airline A,258,18,rain,5,10,1,0,0,42,4.295796625895481,3925,0
2016-10-23,Airline A,148,7,snow,6,10,0,0,1,32,3.0658996084112586,1129,0
2016-10-24,Airline A,278,19,rain,0,10,0,0,0,19,3.087901624530538,1370,0
2016-10-25,Airline A,260,14,rain,1,10,0,0,1,15,3.0995061835844373,3385,0
2016-10-26,Airline A,241,3,clear,2,10,0,0,0,5,2.9559750819562494,1258,0
2016-10-27,Airline A,93,17,fog,3,10,0,0,1,43,3.791679513553639,4186,0
2016-10-28,Airline A,78,12,storm,4,10,0,0,1,23,4.336104359918959,2539,0
2016-10-29,Airline A,108,0,rain,5,10,0,0,0,41,3.486861778497819,2982,0
2016-10-30,Airline A,120,7,rain,6,10,0,0,0,21,2.2828044193947776,2526,0
2016-10-31,Airline A,141,18,clear,0,10,0,0,0,47,4.222244972489595,2273,0
2016-11-01,Airline A,58,16,storm,1,11,1,1,1,22,1.4121150020162907,4290,0
2016-11-02,Airline A,176,9,rain,2,11,1,1,0,32,2.523834690364005,1885,0
2016-11-03,Airline A,269,0,fog,3,11,0,1,0,29,4.3002101812693745,4020,0
2016-11-04,Airline A,183,0,fog,4,11,0,1,0,38,3.8672369875263297,4444,0
2016-11-05,Airline A,206,4,clear,5,11,0,1,0,19,4.872727764255565,1110,1
2016-11-06,Airline A,235,0,rain,6,11,0,1,0,32,2.5243333171340234,2341,0
2016-11-07,Airline A,194,19,storm,0,11,0,1,1,39,3.5497530222180735,4200,0
2016-11-08,Airline A,193,12,clear,1,11,0,1,1,15,4.173376977236585,2054,1
2016-11-09,Airline A,264,8,clear,2,11,0,1,0,12,3.035045962951659,1914,0
2016-11-10,Airline A,272,15,snow,3,11,1,1,1,26,2.183241606738976,1521,0
2016-11-11,Airline A,180,7,clear,4,11,0,1,1,41,1.4691715781153247,1859,0
2016-11-12,Airline A,70,13,snow,5,11,0,1,1,13,1.8882827452109923,1400,0
2016-11-13,Airline A,113,16,snow,6,11,0,1,1,6,1.2207242102157307,1831,0
2016-11-14,Airline A,139,3,rain,0,11,0,1,0,9,2.0672625380322773,2074,0
2016-11-15,Airline A,85,6,fog,1,11,0,1,0,11,1.4757254753032996,4846,0
2016-11-16,Airline A,283,16,storm,2,11,0,1,0,39,1.1337302907936375,3846,0
2016-11-17,Airline A,278,15,clear,3,11,0,1,0,12,2.4924018178686893,4070,0
2016-11-18,Airline A,294,13,rain,4,11,0,1,0,0,2.920531577714325,2660,0
2016-11-19,Airline A,263,15,storm,5,11,0,1,1,13,3.3497613639505492,2419,0
2016-11-20,Airline A,111,1,clear,6,11,0,1,1,10,4.281469091785142,4902,0
2016-11-21,Airline A,219,14,fog,0,11,1,1,0,26,1.2298735297534096,4411,0
2016-11-22,Airline A,125,10,fog,1,11,0,1,0,9,1.4295227261777503,3115,0
2016-11-23,Airline A,219,12,snow,2,11,0,1,0,0,2.6098994395810835,3950,0
2016-11-24,Airline A,238,3,snow,3,11,0,1,1,14,3.420095057085829,3569,0
2016-11-25,Airline A,62,0,storm,4,11,0,1,0,41,1.8492180294947955,4547,0
2016-11-26,Airline A,60,14,clear,5,11,0,1,0,8,1.8410473732045491,4520,0
2016-11-27,Airline A,103,11,snow,6,11,0,1,1,44,1.1288272409619053,4583,0
2016-11-28,Airline A,65,8,rain,0,11,0,1,0,22,3.321949716996955,3856,0
2016-11-29,Airline A,57,6,snow,1,11,1,1,0,12,3.251328300904117,3394,1
2016-11-30,Airline A,153,2,storm,2,11,0,1,0,7,3.04364545254682,1471,0
2016-12-01,Airline A,108,15,rain,3,12,0,1,1,9,4.7468780873932666,2578,0
2016-12-02,Airline A,106,3,fog,4,12,0,1,0,13,2.9240547041120584,4973,1
2016-12-03,Airline A,89,13,rain,5,12,0,1,1,36,4.216058288042127,3721,0
2016-12-04,Airline A,286,12,storm,6,12,1,1,0,5,2.4956136082862552,2363,0
2016-12-05,Airline A,236,19,fog,0,12,1,1,0,3,4.059163323008857,3405,0
2016-12-06,Airline A,179,18,clear,1,12,0,1,0,11,4.289853988347999,3301,0
2016-12-07,Airline A,143,1,storm,2,12,0,1,1,8,1.1660877712715005,1232,0
2016-12-08,Airline A,271,9,snow,3,12,0,1,0,12,1.4806744632368596,2567,0
2016-12-09,Airline A,253,18,storm,4,12,0,1,0,42,4.5377880082839415,1925,0
2016-12-10,Airline A,187,14,storm,5,12,0,1,1,33,2.924281570340285,1888,0
2016-12-11,Airline A,93,6,storm,6,12,0,1,0,22,3.990909633098973,3693,0
2016-12-12,Airline A,188,14,fog,0,12,0,1,0,26,3.457131322278047,3993,0
2016-12-13,Airline A,256,16,storm,1,12,0,1,0,22,3.3465313667781653,1356,0
2016-12-14,Airline A,129,15,clear,2,12,0,1,1,12,1.4717165189862422,4070,0
2016-12-15,Airline A,130,16,storm,3,12,0,1,0,22,1.0948578029984612,3261,0
2016-12-16,Airline A,267,15,snow,4,12,0,1,1,31,3.4085340176799486,3494,0
2016-12-17,Airline A,51,17,rain,5,12,0,1,0,2,4.93115498653404,1968,0
2016-12-18,Airline A,227,16,fog,6,12,0,1,1,49,3.5207720656481185,4339,0
2016-12-19,Airline A,189,3,snow,0,12,0,1,1,32,3.945226485138845,4831,0
2016-12-20,Airline A,164,1,clear,1,12,0,1,0,39,1.2304966516546245,1806,0
2016-12-21,Airline A,139,16,storm,2,12,0,1,0,0,4.6216076658105365,1204,0
2016-12-22,Airline A,72,16,fog,3,12,0,1,1,33,3.5741937593769975,3550,1
2016-12-23,Airline A,195,1,fog,4,12,0,1,0,14,3.9162060979876254,4829,0
2016-12-24,Airline A,111,1,fog,5,12,1,1,1,37,4.479084737450204,1171,0
2016-12-25,Airline A,273,14,snow,6,12,0,1,0,43,3.656529892912404,3599,0
2016-12-26,Airline A,162,15,rain,0,12,0,1,1,45,1.5287825230226493,4247,0
2016-12-27,Airline A,177,10,rain,1,12,0,1,1,22,3.276880759966859,1246,0
2016-12-28,Airline A,111,1,clear,2,12,0,1,1,41,1.7060728180030313,3734,0
2016-12-29,Airline A,87,7,snow,3,12,0,1,0,33,4.255595867833815,4083,0
2016-12-30,Airline A,298,11,snow,4,12,0,1,1,44,2.4607981403212458,4629,0
2016-12-31,Airline A,288,13,snow,5,12,0,1,1,23,1.412120295464614,3016,0
2017-01-01,Airline A,244,13,storm,6,1,0,0,0,34,2.87961912598325,3235,0
2017-01-02,Airline A,215,11,snow,0,1,0,0,1,1,2.9547677051774457,4401,0
2017-01-03,Airline A,244,1,snow,1,1,0,0,0,13,4.770120020858682,2000,0
2017-01-04,Airline A,271,13,fog,2,1,0,0,1,33,1.3522578211060114,1843,0
2017-01-05,Airline A,110,11,fog,3,1,0,0,1,0,1.9834428540582252,2137,0
